,album,artist,duration,listeners,playcount,single_release,track-title,track_no
11,Quavo Huncho,Quavo,237,263,597,,LOSE IT,12
12,Quavo Huncho,Quavo,236,238,734,,RERUN,13
13,Quavo Huncho,Quavo,196,6944,24640,,GO ALL THE WAY,14
14,Quavo Huncho,Quavo,172,9937,26643,,Lamb Talk,15
15,Quavo Huncho,Quavo,216,6124,15204,,BIG BRO,16
16,Quavo Huncho,Quavo,303,187,466,,SWING,17
17,Quavo Huncho,Quavo,196,7528,25581,,Bubble Gum,18
18,Quavo Huncho,Quavo,278,154,306,,LOST,19
0,That's Christmas to Me,Pentatonix,192,21311,70429,,Hark! The Herald Angels Sing,1
1,That's Christmas to Me,Pentatonix,167,25759,114234,,White Winter Hymnal,2
2,That's Christmas to Me,Pentatonix,136,23263,79436,,Sleigh Ride,3
3,That's Christmas to Me,Pentatonix,207,39390,104809,,Winter Wonderland / Don't Worry Be Happy,4
4,That's Christmas to Me,Pentatonix,182,31646,112369,,That's Christmas to Me,5
5,That's Christmas to Me,Pentatonix,203,46156,182163,,"Mary, Did You Know?",6
6,That's Christmas to Me,Pentatonix,126,37210,115352,,Dance of the Sugar Plum Fairy,7
7,That's Christmas to Me,Pentatonix,185,20643,66550,,It's the Most Wonderful Time of the Year,8
8,That's Christmas to Me,Pentatonix,162,21146,68109,,Santa Claus Is Coming to Town,9
9,That's Christmas to Me,Pentatonix,193,21000,71234,,Silent Night,10
10,That's Christmas to Me,Pentatonix,202,13221,43115,,Let It Go - Bonus Track,11
0,M A N I A,Fall Out Boy,224,54517,371035,"27 Apr 2017, 16:31",Young and Menace,1
1,M A N I A,Fall Out Boy,193,51164,315633,,Champion,2
2,M A N I A,Fall Out Boy,170,30298,197898,,Stay Frosty Royal Milk Tea,3
3,M A N I A,Fall Out Boy,165,4605,33881,,HOLD ME TIGHT OR DON'T,4
4,M A N I A,Fall Out Boy,210,70308,489805,,The Last of the Real Ones,5
5,M A N I A,Fall Out Boy,216,37003,240030,,Wilson (Expensive Mistakes),6
6,M A N I A,Fall Out Boy,211,31203,176195,,Church,7
7,M A N I A,Fall Out Boy,225,2361,14220,,Heaven's Gate,8
8,M A N I A,Fall Out Boy,204,19752,100531,,Sunshine Riptide,9
9,M A N I A,Fall Out Boy,263,22603,115725,,Bishops Knife Trick,10
0,Memories Don't Die,Tory Lanez,28,289,706,,Memories,1
1,Memories Don't Die,Tory Lanez,207,5973,22264,,Old Friends x New Foes,2
2,Memories Don't Die,Tory Lanez,207,25024,114724,,Shooters,3
3,Memories Don't Die,Tory Lanez,228,5884,22290,,4 Me,4
4,Memories Don't Die,Tory Lanez,174,13634,49109,,Skrt Skrt,5
5,Memories Don't Die,Tory Lanez,226,4483,14798,,Benevolent,6
6,Memories Don't Die,Tory Lanez,243,692,1674,,Real Thing,7
7,Memories Don't Die,Tory Lanez,249,6020,22897,,Hate to Say,8
8,Memories Don't Die,Tory Lanez,164,19326,85871,,B.I.D,9
9,Memories Don't Die,Tory Lanez,224,175,398,,48 Floors,10
10,Memories Don't Die,Tory Lanez,0,1,1,,B.B.W.W X Fake Snow,11
11,Memories Don't Die,Tory Lanez,326,138,353,,Dance for Me,12
12,Memories Don't Die,Tory Lanez,348,201,542,,Pieces,13
13,Memories Don't Die,Tory Lanez,237,111,302,,Connection,14
14,Memories Don't Die,Tory Lanez,209,122,314,,Hillside,15
15,Memories Don't Die,Tory Lanez,192,7594,24052,,Hypnotized,16
16,Memories Don't Die,Tory Lanez,479,2617,7521,,Happiness x Tell Me,17
17,Memories Don't Die,Tory Lanez,214,2885,10051,,Don't Die,18
