,album,artist,duration,listeners,playcount,single_release,track-title,track_no
6,Curtain Call: The Hits,Eminem,274,195498,930853,"16 Feb 2018, 04:44",Shake That,7
7,Curtain Call: The Hits,Eminem,339,629501,3447280,"21 Jul 2009, 22:17",Sing for the Moment,8
8,Curtain Call: The Hits,Eminem,290,762742,4146866,"25 Jul 2008, 12:59",Without Me,9
9,Curtain Call: The Hits,Eminem,296,459185,2293130,"08 Sep 2009, 04:47",Like Toy Soldiers,10
10,Curtain Call: The Hits,Eminem,284,742205,3601520,"07 Feb 2018, 21:42",The Real Slim Shady,11
11,Curtain Call: The Hits,Eminem,251,640903,3456525,"28 Dec 2008, 17:34",Mockingbird,12
12,Curtain Call: The Hits,Eminem,199,301599,1147256,,Guilty Conscience,13
13,Curtain Call: The Hits,Eminem,298,333216,1557952,,Cleanin' Out My Closet,14
14,Curtain Call: The Hits,Eminem,248,377457,1850106,"05 Jan 2010, 13:55",Just Lose It,15
15,Curtain Call: The Hits,Eminem,281,339790,2166980,,When I'm Gone,16
16,Curtain Call: The Hits,Eminem,380,8952,38189,,Stan (live),17
0,From A Room: Volume 2,Chris Stapleton,210,11715,48080,"13 Oct 2018, 00:46",Millionaire,1
1,From A Room: Volume 2,Chris Stapleton,179,6141,20494,,Hard Livin',2
2,From A Room: Volume 2,Chris Stapleton,200,9125,35359,,Scarecrow In the Garden,3
3,From A Room: Volume 2,Chris Stapleton,207,5684,18436,,Nobody's Lonely Tonight,4
4,From A Room: Volume 2,Chris Stapleton,195,6537,20713,,Tryin' To Untangle My Mind,5
5,From A Room: Volume 2,Chris Stapleton,216,6483,19762,,A Simple Song,6
6,From A Room: Volume 2,Chris Stapleton,222,7911,26461,,Midnight Train To Memphis,7
7,From A Room: Volume 2,Chris Stapleton,248,4285,12471,,Drunkard's Prayer,8
8,From A Room: Volume 2,Chris Stapleton,265,5234,15319,,Friendship,9
0,Diamonds,Elton John,238,689559,3357401,"06 Sep 2009, 19:16",Your Song,1
1,Diamonds,Elton John,376,629124,3148430,"20 Jan 2009, 13:38",Tiny Dancer,2
2,Diamonds,Elton John,280,304678,1333173,"21 Jun 2009, 03:51",Rocket Man (I Think It's Going to Be a Long Long Time),3
3,Diamonds,Elton John,236,344570,1292509,,Crocodile Rock,4
4,Diamonds,Elton John,230,289399,1104545,"19 Nov 2009, 19:43",Daniel,5
5,Diamonds,Elton John,294,136840,478111,"29 Apr 2010, 17:39",Saturday Night's Alright For Fighting,6
6,Diamonds,Elton John,194,390614,1746754,"29 Jun 2009, 19:52",Goodbye Yellow Brick Road,7
7,Diamonds,Elton John,230,363245,1420307,"10 Sep 2008, 17:55",Candle in the Wind,8
8,Diamonds,Elton John,310,307530,1217312,"19 Jul 2008, 05:01",Bennie and the Jets,9
9,Diamonds,Elton John,320,134182,433364,,Philadelphia Freedom,10
10,Diamonds,Elton John,223,75708,215365,"21 Nov 2012, 03:57",Island Girl,11
11,Diamonds,Elton John,259,221842,768482,"23 Apr 2009, 13:31",Don't Go Breaking My Heart,12
12,Diamonds,Elton John,243,8231,25771,"29 Dec 2012, 18:50",Mama Can't Buy You Love,13
13,Diamonds,Elton John,227,301492,1301086,"21 Dec 2009, 17:35",I'm Still Standing,14
14,Diamonds,Elton John,280,204233,862961,,I Guess That's Why They Call It the Blues,15
15,Diamonds,Elton John,347,202343,724000,"13 Sep 2008, 01:57",Don't Let the Sun Go Down on Me,16
16,Diamonds,Elton John,241,348755,1514487,"26 Mar 2017, 09:59",Can You Feel the Love Tonight,17
0,x,Ed Sheeran,253,197513,1271828,,One,1
1,x,Ed Sheeran,245,206329,1335910,,I'm a Mess,2
2,x,Ed Sheeran,235,367911,2807765,,Sing,3
3,x,Ed Sheeran,220,370717,2834325,"13 Apr 2014, 12:24",Don't,4
4,x,Ed Sheeran,226,146673,933043,,Nina,5
5,x,Ed Sheeran,259,402560,3444846,"31 Mar 2018, 16:01",Photograph,6
6,x,Ed Sheeran,300,216166,1544699,,Bloodstream,7
7,x,Ed Sheeran,241,271702,1620746,,Tenerife Sea,8
8,x,Ed Sheeran,205,135374,856305,,Runaway,9
9,x,Ed Sheeran,250,118065,652286,,The Man,10
10,x,Ed Sheeran,282,509268,4905320,,Thinking Out Loud,11
11,x,Ed Sheeran,314,140417,952000,,Afire Love,12
12,x,Ed Sheeran,298,432933,4058462,"26 Jul 2014, 01:01",I See Fire,13
13,x,Ed Sheeran,184,19625,61517,,English Rose,14
14,x,Ed Sheeran,241,27704,96210,,Touch and Go,15
15,x,Ed Sheeran,235,22619,73940,,New York,16
16,x,Ed Sheeran,402,29025,131155,,Make It Rain,17
17,x,Ed Sheeran,240,209,1860,,Lay It All On Me,18
0,Bobby Tarantino II,Logic,122,19029,45853,,Grandpa's Space Ship,1
1,Bobby Tarantino II,Logic,218,25028,138243,,Overnight,2
2,Bobby Tarantino II,Logic,217,26797,134397,,Contra,3
3,Bobby Tarantino II,Logic,221,19332,96729,,BoomTrap Protocol,4
4,Bobby Tarantino II,Logic,174,19455,103091,,Yuck,5
5,Bobby Tarantino II,Logic,260,21588,111386,,Indica Badu,6
6,Bobby Tarantino II,Logic,241,21824,132495,,Midnight,7
7,Bobby Tarantino II,Logic,240,16867,94620,,Warm It Up,8
8,Bobby Tarantino II,Logic,144,17974,87842,,Wizard Of Oz,9
9,Bobby Tarantino II,Logic,154,14646,65599,,State Of Emergency,10
10,Bobby Tarantino II,Logic,219,17832,85841,,Wassup,11
11,Bobby Tarantino II,Logic,205,62265,332862,,Everyday,12
12,Bobby Tarantino II,Logic,189,48032,363628,"23 Feb 2018, 22:12",44 More,13
0,From A Room: Volume 1,Chris Stapleton,178,24003,113131,"07 Aug 2018, 17:34",Broken Halos,1
1,From A Room: Volume 1,Chris Stapleton,255,9630,36789,,"Last Thing I Needed, First Thing This Morning",2
2,From A Room: Volume 1,Chris Stapleton,176,10138,41878,,Second One to Know,3
3,From A Room: Volume 1,Chris Stapleton,246,7001,27071,,Up to No Good Livin',4
4,From A Room: Volume 1,Chris Stapleton,248,12799,50837,,Either Way,5
5,From A Room: Volume 1,Chris Stapleton,191,10900,48880,,I Was Wrong,6
6,From A Room: Volume 1,Chris Stapleton,231,7538,31098,,Without Your Love,7
7,From A Room: Volume 1,Chris Stapleton,181,6462,24412,,Them Stems,8
8,From A Room: Volume 1,Chris Stapleton,243,6824,26136,,Death Row,9
0,Culture,Migos,153,637,1775,,Culture,1
1,Culture,Migos,242,92920,627258,,T-Shirt,2
2,Culture,Migos,232,38920,187143,,Call Casting,3
3,Culture,Migos,334,22006,113038,,Bad and Boujee,4
4,Culture,Migos,257,55078,305333,,Get Right Witcha,5
5,Culture,Migos,304,897,3525,,Slippery,6
6,Culture,Migos,290,25703,92499,,Big On Big,7
7,Culture,Migos,248,30776,141393,"01 Feb 2018, 05:08",What The Price,8
8,Culture,Migos,211,27629,103812,,Brown Paper Bag,9
9,Culture,Migos,274,450,1389,,Deadz,10
10,Culture,Migos,294,22850,82692,,All Ass,11
11,Culture,Migos,363,824,6621,,Kelly Price,12
12,Culture,Migos,288,20967,77462,,Out Yo Way,13
0,H.E.R.,H.E.R.,225,31194,143257,,Losing,1
1,H.E.R.,H.E.R.,214,14763,62686,,Avenue,2
2,H.E.R.,H.E.R.,297,9796,39304,,Let Me In,3
3,H.E.R.,H.E.R.,219,23137,93563,,Lights On,4
4,H.E.R.,H.E.R.,172,16100,68464,,Say It Again,5
5,H.E.R.,H.E.R.,218,13036,56421,,Facts,6
6,H.E.R.,H.E.R.,200,32839,168396,,Focus,7
7,H.E.R.,H.E.R.,178,12827,66858,,U,8
8,H.E.R.,H.E.R.,160,22698,115521,,Every Kind Of Way,9
9,H.E.R.,H.E.R.,209,23626,96121,,Best Part,10
10,H.E.R.,H.E.R.,214,12351,51890,,Changes,11
11,H.E.R.,H.E.R.,0,7,9,,Jungle [Explicit],12
12,H.E.R.,H.E.R.,198,6496,22461,,Free,13
13,H.E.R.,H.E.R.,188,5841,20241,,Rather Be,14
14,H.E.R.,H.E.R.,0,4,7,,2 [Explicit],15
15,H.E.R.,H.E.R.,185,5993,22498,,Hopes Up,16
16,H.E.R.,H.E.R.,169,8939,36468,,Still Down,17
17,H.E.R.,H.E.R.,135,9926,40416,,Wait For It,18
18,H.E.R.,H.E.R.,179,12202,49688,,Pigment,19
19,H.E.R.,H.E.R.,249,8248,34426,,Gone Away,20
20,H.E.R.,H.E.R.,213,8344,33852,,I Won't,21
0,Night Visions,Imagine Dragons,187,1006001,11999667,"12 May 2013, 19:57",Radioactive,1
1,Night Visions,Imagine Dragons,194,329673,2084317,"03 Aug 2016, 11:09",Tiptoe,2
2,Night Visions,Imagine Dragons,240,662062,5890724,"25 Jun 2012, 17:23",It's Time,3
3,Night Visions,Imagine Dragons,178,751254,7487267,"20 Mar 2013, 22:20",Demons,4
4,Night Visions,Imagine Dragons,192,604551,4776690,"12 Apr 2014, 19:36",On Top of the World,5
5,Night Visions,Imagine Dragons,241,315685,2109452,"16 Jan 2014, 01:41",Amsterdam,6
6,Night Visions,Imagine Dragons,235,297026,1814348,"21 Oct 2013, 15:29",Hear Me,7
7,Night Visions,Imagine Dragons,217,233104,1263732,,Every Night,8
8,Night Visions,Imagine Dragons,223,325384,2241402,"03 Aug 2016, 11:18",Bleeding Out,9
9,Night Visions,Imagine Dragons,209,215366,1118075,,Underdog,10
10,Night Visions,Imagine Dragons,540,126082,660423,,Nothing Left to Say / Rocks,11
11,Night Visions,Imagine Dragons,249,107453,480000,,Cha-Ching (Till We Grow Older),12
12,Night Visions,Imagine Dragons,235,121568,669364,,Working Man,13
13,Night Visions,Imagine Dragons,179,66892,448549,,Fallen,14
0,Greatest Hits,Tom Petty and The Heartbreakers,210,369564,1720592,"24 Dec 2009, 18:37",American Girl,1
1,Greatest Hits,Tom Petty and The Heartbreakers,162,222396,833643,"10 Jul 2009, 22:24",Breakdown,2
2,Greatest Hits,Tom Petty and The Heartbreakers,181,133262,452390,,Listen To Her Heart,3
3,Greatest Hits,Tom Petty and The Heartbreakers,143,129348,447320,,I Need To Know,4
4,Greatest Hits,Tom Petty and The Heartbreakers,201,225668,893779,,Refugee,5
5,Greatest Hits,Tom Petty and The Heartbreakers,160,189237,708085,"21 Aug 2013, 19:51",Don't Do Me Like That,6
6,Greatest Hits,Tom Petty and The Heartbreakers,215,143637,494160,,Even the Losers,7
7,Greatest Hits,Tom Petty and The Heartbreakers,273,152207,540400,,Here Comes My Girl,8
8,Greatest Hits,Tom Petty and The Heartbreakers,234,133846,484921,"25 Jun 2009, 22:45",The Waiting,9
9,Greatest Hits,Tom Petty and The Heartbreakers,217,124575,427926,,You Got Lucky,10
10,Greatest Hits,Tom Petty and The Heartbreakers,306,152990,558797,,Don't Come Around Here No More,11
11,Greatest Hits,Tom Petty and The Heartbreakers,176,194415,758137,"01 Oct 2009, 22:32",I Won't Back Down,12
12,Greatest Hits,Tom Petty and The Heartbreakers,263,192402,701299,"05 Jul 2009, 17:16",Runnin' Down A Dream,13
13,Greatest Hits,Tom Petty and The Heartbreakers,254,235758,964977,"12 Nov 2008, 12:05",Free Fallin',14
14,Greatest Hits,Tom Petty and The Heartbreakers,241,305767,1339552,"10 Nov 2011, 22:58",Learning to Fly,15
15,Greatest Hits,Tom Petty and The Heartbreakers,218,184542,696788,,Into the Great Wide Open,16
16,Greatest Hits,Tom Petty and The Heartbreakers,272,282419,1250333,,Mary Jane's Last Dance,17
17,Greatest Hits,Tom Petty and The Heartbreakers,195,61984,211828,,Something In The Air,18
0,Day69,6ix9ine,112,37415,328089,,Billy,1
1,Day69,6ix9ine,157,46546,314834,,GUMMO,2
2,Day69,6ix9ine,138,18244,85138,,RONDO,3
3,Day69,6ix9ine,151,26747,175383,,KEKE,4
4,Day69,6ix9ine,136,13409,64148,,93,5
5,Day69,6ix9ine,133,11838,47694,,DOOWEE,6
6,Day69,6ix9ine,142,24982,185939,,KOODA,7
7,Day69,6ix9ine,118,11354,45286,,BUBA,8
8,Day69,6ix9ine,148,9846,33689,,MOOKY,9
9,Day69,6ix9ine,205,225,598,,GUMMO (Remix),10
10,Day69,6ix9ine,182,10120,43161,,CHOCOLATÉ,11
0,Until Death Call My Name,YoungBoy Never Broke Again,176,3879,18901,,Overdose,1
1,Until Death Call My Name,YoungBoy Never Broke Again,236,2545,10420,,Preach,2
2,Until Death Call My Name,YoungBoy Never Broke Again,162,5270,28130,,Diamond Teeth Samurai,3
3,Until Death Call My Name,YoungBoy Never Broke Again,129,18409,100827,,Outside Today,4
4,Until Death Call My Name,YoungBoy Never Broke Again,186,2617,13830,,Astronaut Kid,5
5,Until Death Call My Name,YoungBoy Never Broke Again,241,14,41,,We Poppin,6
6,Until Death Call My Name,YoungBoy Never Broke Again,227,3442,17296,,solar eclipse,7
7,Until Death Call My Name,YoungBoy Never Broke Again,170,1757,6506,,Villain,8
8,Until Death Call My Name,YoungBoy Never Broke Again,128,1831,9067,,Traumatized,9
9,Until Death Call My Name,YoungBoy Never Broke Again,205,1621,5794,,Worth It,10
10,Until Death Call My Name,YoungBoy Never Broke Again,240,25,52,,Right or Wrong,11
11,Until Death Call My Name,YoungBoy Never Broke Again,151,1550,5335,,Public Figure,12
12,Until Death Call My Name,YoungBoy Never Broke Again,117,1663,6095,,Rags To Riches,13
0,Blurryface,Twenty One Pilots,235,156348,1386761,"22 Oct 2016, 09:30",Heavydirtysoul,1
1,Blurryface,Twenty One Pilots,202,406122,4241186,"06 Aug 2016, 05:24",Stressed Out,2
2,Blurryface,Twenty One Pilots,214,305023,2705493,"09 May 2016, 03:46",Ride,3
3,Blurryface,Twenty One Pilots,207,125647,1113743,"09 Jul 2016, 15:43",Fairly Local,4
4,Blurryface,Twenty One Pilots,188,179248,1520419,,Tear in My Heart,5
5,Blurryface,Twenty One Pilots,253,131692,1167980,,Lane Boy,6
6,Blurryface,Twenty One Pilots,298,112421,889305,,The Judge,7
7,Blurryface,Twenty One Pilots,192,99789,853050,"17 Jul 2016, 19:27",Doubt,8
8,Blurryface,Twenty One Pilots,227,102541,862535,,Polarize,9
9,Blurryface,Twenty One Pilots,177,92119,704736,,We Don't Believe What's on TV,10
10,Blurryface,Twenty One Pilots,240,92799,749030,,Message Man,11
11,Blurryface,Twenty One Pilots,235,89236,712447,"06 Nov 2016, 14:50",Hometown,12
12,Blurryface,Twenty One Pilots,238,82589,595583,,Not Today,13
13,Blurryface,Twenty One Pilots,237,90251,706969,,Goner,14
0,A Pentatonix Christmas,Pentatonix,215,19982,59323,,"O Come, All Ye Faithful",1
1,A Pentatonix Christmas,Pentatonix,149,15129,58151,,God Rest Ye Merry Gentlemen,2
2,A Pentatonix Christmas,Pentatonix,198,10003,25184,,White Christmas,3
3,A Pentatonix Christmas,Pentatonix,207,21369,52136,,I'll Be Home For Christmas,4
4,A Pentatonix Christmas,Pentatonix,135,11945,34101,,Up On The Housetop,5
5,A Pentatonix Christmas,Pentatonix,196,10294,30742,,The Christmas Sing-Along,6
6,A Pentatonix Christmas,Pentatonix,182,9745,30841,,Coventry Carol,7
7,A Pentatonix Christmas,Pentatonix,265,63960,264541,,Hallelujah,8
8,A Pentatonix Christmas,Pentatonix,148,10093,35938,,Coldest Winter,9
9,A Pentatonix Christmas,Pentatonix,127,9142,27602,,Good To Be Bad,10
10,A Pentatonix Christmas,Pentatonix,237,11683,32804,,"Merry Christmas, Happy Holidays",11
0,A Decade Of Destruction,Five Finger Death Punch,192,24849,124644,,Trouble,1
1,A Decade Of Destruction,Five Finger Death Punch,275,25275,149939,,Gone Away,2
2,A Decade Of Destruction,Five Finger Death Punch,246,40162,215283,,Lift Me Up,3
3,A Decade Of Destruction,Five Finger Death Punch,225,52840,396814,,Wash it All Away,4
4,A Decade Of Destruction,Five Finger Death Punch,198,268495,1727413,"07 Jan 2019, 21:26",Bad Company,5
5,A Decade Of Destruction,Five Finger Death Punch,218,128909,1027416,"08 Sep 2011, 17:46",Under and Over It,6
6,A Decade Of Destruction,Five Finger Death Punch,271,106736,976641,,Wrong Side of Heaven,7
7,A Decade Of Destruction,Five Finger Death Punch,247,71562,537038,,House of the Rising Sun,8
8,A Decade Of Destruction,Five Finger Death Punch,242,33401,226041,,I Apologize,9
9,A Decade Of Destruction,Five Finger Death Punch,269,214160,1590933,"04 Sep 2008, 15:58",The Bleeding,10
10,A Decade Of Destruction,Five Finger Death Punch,207,70892,545613,,Jekyll And Hyde,11
11,A Decade Of Destruction,Five Finger Death Punch,279,91739,784881,,Remember Everything,12
12,A Decade Of Destruction,Five Finger Death Punch,248,109452,928183,,Coming Down,13
13,A Decade Of Destruction,Five Finger Death Punch,216,33540,208998,,My Nemesis,14
14,A Decade Of Destruction,Five Finger Death Punch,223,50074,369317,,Battle Born,15
15,A Decade Of Destruction,Five Finger Death Punch,212,233995,1556814,"04 Nov 2009, 12:54",Far From Home,16
0,1989,Taylor Swift,212,136950,1663886,,Welcome to New York,1
1,1989,Taylor Swift,231,259359,4661030,"27 Dec 2014, 16:25",Blank Space,2
2,1989,Taylor Swift,231,192838,3686784,,Style,3
3,1989,Taylor Swift,235,147319,2573879,"31 Oct 2014, 21:51",Out of the Woods,4
4,1989,Taylor Swift,193,130403,1985531,"19 Apr 2015, 14:44",All You Had to Do Was Stay,5
5,1989,Taylor Swift,219,360263,4873341,"19 Aug 2014, 01:40",Shake It Off,6
6,1989,Taylor Swift,207,120116,1491400,,I Wish You Would,7
7,1989,Taylor Swift,211,175540,2337089,"21 Jul 2015, 17:48",Bad Blood,8
8,1989,Taylor Swift,220,178482,2627850,"03 Jul 2016, 08:52",Wildest Dreams,9
9,1989,Taylor Swift,247,117318,1429101,,How You Get the Girl,10
10,1989,Taylor Swift,250,109511,1210486,,This Love,11
11,1989,Taylor Swift,195,114566,1534717,,I Know Places,12
12,1989,Taylor Swift,271,111023,1384384,,Clean,13
0,In the Lonely Hour,Sam Smith,221,320122,2137687,,Money on My Mind,1
1,In the Lonely Hour,Sam Smith,201,100320,522732,,Good Thing,2
2,In the Lonely Hour,Sam Smith,172,499577,4412361,"11 Jul 2014, 04:49",Stay with Me,3
3,In the Lonely Hour,Sam Smith,188,124026,770464,,Leave Your Lover,4
4,In the Lonely Hour,Sam Smith,206,402131,3432251,"10 Jan 2014, 17:26",I'm Not the Only One,5
5,In the Lonely Hour,Sam Smith,210,98451,604078,,I've Told You Now,6
6,In the Lonely Hour,Sam Smith,167,202860,1375982,,Like I Can,7
7,In the Lonely Hour,Sam Smith,173,92045,516492,,Life Support,8
8,In the Lonely Hour,Sam Smith,172,105827,648194,,Not in That Way,9
9,In the Lonely Hour,Sam Smith,219,217947,1404320,,Lay Me Down,10
10,In the Lonely Hour,Sam Smith,232,71316,403783,,Restart,11
11,In the Lonely Hour,Sam Smith,223,182515,830016,,Latch - Acoustic,12
12,In the Lonely Hour,Sam Smith,220,19180,126932,"04 Jul 2013, 13:29",La La La,13
13,In the Lonely Hour,Sam Smith,194,14370,120258,,Reminds Me of You,14
14,In the Lonely Hour,Sam Smith,160,107291,565926,,Make It to Me,15
0,Beauty Behind the Madness,The Weeknd,223,114672,569488,,Real Life,1
1,Beauty Behind the Madness,The Weeknd,281,78661,352685,,Losers,2
2,Beauty Behind the Madness,The Weeknd,334,118981,695024,,Tell Your Friends,3
3,Beauty Behind the Madness,The Weeknd,249,214071,1732162,,Often,4
4,Beauty Behind the Madness,The Weeknd,242,357041,3297946,"27 May 2016, 04:37",The Hills,5
5,Beauty Behind the Madness,The Weeknd,348,122708,750823,,Acquainted,6
6,Beauty Behind the Madness,The Weeknd,213,450427,4086378,"03 May 2018, 08:18",Can't Feel My Face,7
7,Beauty Behind the Madness,The Weeknd,253,100677,630965,,Shameless,8
8,Beauty Behind the Madness,The Weeknd,277,115557,636588,,Earned It (Fifty Shades of Grey),9
9,Beauty Behind the Madness,The Weeknd,235,169155,1062662,,In the Night,10
10,Beauty Behind the Madness,The Weeknd,340,78917,420951,"29 Aug 2018, 00:24",As You Are,11
11,Beauty Behind the Madness,The Weeknd,260,108421,500318,,Dark Times,12
12,Beauty Behind the Madness,The Weeknd,274,83860,446607,"31 Oct 2016, 19:33",Prisoner,13
13,Beauty Behind the Madness,The Weeknd,377,72872,406954,,Angel,14
0,2014 Forest Hills Drive,J. Cole,82,105658,511573,,Intro,1
1,2014 Forest Hills Drive,J. Cole,242,71173,361268,,January 28th,2
2,2014 Forest Hills Drive,J. Cole,239,149886,947828,,Wet Dreamz,3
3,2014 Forest Hills Drive,J. Cole,264,64549,319201,,03' Adolescence,4
4,2014 Forest Hills Drive,J. Cole,269,86218,499249,,A Tale of 2 Citiez,5
5,2014 Forest Hills Drive,J. Cole,288,75861,431015,,Fire Squad,6
6,2014 Forest Hills Drive,J. Cole,257,58284,275948,,St. Tropez,7
7,2014 Forest Hills Drive,J. Cole,301,112426,708979,,G.O.M.D.,8
8,2014 Forest Hills Drive,J. Cole,292,166183,1204990,,No Role Modelz,9
9,2014 Forest Hills Drive,J. Cole,219,54345,256220,,Hello,10
10,2014 Forest Hills Drive,J. Cole,293,96682,540170,"30 May 2016, 01:17",Apparently,11
11,2014 Forest Hills Drive,J. Cole,211,70743,386059,,Love Yourz,12
12,2014 Forest Hills Drive,J. Cole,875,38014,128062,,Note to Self,13
0,Greatest Hits,Journey,246,144302,548167,"03 Sep 2010, 23:17",Only the Young,1
1,Greatest Hits,Journey,250,1087095,7235167,"15 Mar 2009, 20:34",Don't Stop Believin',2
2,Greatest Hits,Journey,252,290592,1341229,"01 Jan 2009, 02:05",Wheel in the Sky,3
3,Greatest Hits,Journey,266,305594,1502861,"24 Jun 2010, 16:45",Faithfully,4
4,Greatest Hits,Journey,290,109209,422743,,I'll Be Alright Without You,5
5,Greatest Hits,Journey,189,458922,2169062,"09 Apr 2009, 20:44",Any Way You Want It,6
6,Greatest Hits,Journey,234,120573,480001,,Ask the Lonely,7
7,Greatest Hits,Journey,302,176957,746764,"22 Sep 2009, 12:54",Who's Crying Now,8
8,Greatest Hits,Journey,326,274968,1474993,"10 Jan 2009, 23:38",Separate Ways (Worlds Apart),9
9,Greatest Hits,Journey,210,197724,838623,,Lights,10
10,Greatest Hits,Journey,278,138107,560557,"24 Apr 2010, 18:08","Lovin', Touchin', Squeezin'",11
11,Greatest Hits,Journey,200,286667,1287972,,Open Arms,12
12,Greatest Hits,Journey,230,94561,347731,,Girl Can't Help It,13
13,Greatest Hits,Journey,235,117027,462391,"06 Aug 2010, 00:22",Send Her My Love,14
14,Greatest Hits,Journey,231,101699,383741,,Be Good to Yourself,15
0,Rumours,Fleetwood Mac,163,271665,1362029,"20 Sep 2010, 17:39",Second Hand News,1
1,Rumours,Fleetwood Mac,254,643842,4064577,"20 Mar 2009, 16:03",Dreams,2
2,Rumours,Fleetwood Mac,122,335608,1892674,,Never Going Back Again,3
3,Rumours,Fleetwood Mac,191,471317,2273395,"20 Mar 2009, 16:09",Don't Stop,4
4,Rumours,Fleetwood Mac,218,761300,4608469,"30 Aug 2008, 17:27",Go Your Own Way,5
5,Rumours,Fleetwood Mac,200,255670,1202342,,Songbird,6
6,Rumours,Fleetwood Mac,268,476743,2949739,"19 Dec 2008, 19:45",The Chain,7
7,Rumours,Fleetwood Mac,211,384039,1809338,"20 Mar 2009, 16:05",You Make Loving Fun,8
8,Rumours,Fleetwood Mac,191,181352,813007,"04 May 2011, 17:47",I Don't Want to Know,9
9,Rumours,Fleetwood Mac,234,181201,711840,,Oh Daddy,10
10,Rumours,Fleetwood Mac,291,235983,1084917,"20 Mar 2009, 16:07",Gold Dust Woman,11
0,dont smile at me,Billie Eilish,0,2,2,,コピーキャット,1
1,dont smile at me,Billie Eilish,0,1,1,,アイドントワナビーユーエニーモア,2
2,dont smile at me,Billie Eilish,0,2,3,,マイ・ボーイ,3
3,dont smile at me,Billie Eilish,0,2,2,,ウォッチ,4
4,dont smile at me,Billie Eilish,0,1,1,,パーティー・フェイヴァー,5
5,dont smile at me,Billie Eilish,0,1,1,,ベリーエイク,6
6,dont smile at me,Billie Eilish,0,1,1,,オーシャン・アイズ,7
7,dont smile at me,Billie Eilish,0,2,2,,ホステージ,8
8,dont smile at me,Billie Eilish,0,1,1,,＆バーン,9
0,ANTI,Rihanna,161,108821,975071,,Consideration,1
1,ANTI,Rihanna,72,108606,855162,,James Joint,2
2,ANTI,Rihanna,253,146648,1826109,"07 Apr 2016, 20:04",Kiss It Better,3
3,ANTI,Rihanna,219,282356,2551594,"23 Feb 2016, 00:58",Work,4
4,ANTI,Rihanna,186,131739,1225137,,Desperado,5
5,ANTI,Rihanna,235,99753,749550,,Woo,6
6,ANTI,Rihanna,192,244332,2511982,"25 Jul 2016, 05:07",Needed Me,7
7,ANTI,Rihanna,133,107113,864219,,"Yeah, I Said It",8
8,ANTI,Rihanna,397,5885,56082,"28 Jan 2016, 18:26",Same Ol' Mistakes,9
9,ANTI,Rihanna,202,91519,650299,,Never Ending,10
10,ANTI,Rihanna,224,193506,2257375,"16 Mar 2017, 08:52",Love on the Brain,11
11,ANTI,Rihanna,120,100539,864704,,Higher,12
12,ANTI,Rihanna,223,90324,623900,,Close to You,13
13,ANTI,Rihanna,88,47571,321156,,Goodnight Gotham,14
14,ANTI,Rihanna,144,42963,321956,,Pose,15
15,ANTI,Rihanna,231,75639,530747,,Sex with Me,16
0,Come Tomorrow,Dave Matthews Band,262,9463,43637,,Samurai Cop (Oh Joy Begin),1
1,Come Tomorrow,Dave Matthews Band,284,8614,39743,,Can't Stop,2
2,Come Tomorrow,Dave Matthews Band,199,5760,22053,,Here On Out,3
3,Come Tomorrow,Dave Matthews Band,197,5552,24198,,That Girl Is You,4
4,Come Tomorrow,Dave Matthews Band,231,4130,16657,,She,5
5,Come Tomorrow,Dave Matthews Band,289,11244,82244,,The Idea Of You,6
6,Come Tomorrow,Dave Matthews Band,370,4779,19164,,Virginia in the Rain,7
7,Come Tomorrow,Dave Matthews Band,265,4878,22303,,Again And Again,8
8,Come Tomorrow,Dave Matthews Band,27,142,550,,bkdkdkdd,9
9,Come Tomorrow,Dave Matthews Band,214,3749,15146,,Black and Blue Bird,10
10,Come Tomorrow,Dave Matthews Band,280,3573,16410,,Come On Come On,11
11,Come Tomorrow,Dave Matthews Band,257,3427,13540,,Do You Remember,12
12,Come Tomorrow,Dave Matthews Band,286,3335,12305,,Come Tomorrow,13
13,Come Tomorrow,Dave Matthews Band,117,2992,10429,,When I'm Weary,14
0,Greatest Hits,Queen,352,1355812,9267655,"14 Jul 2008, 05:58",Bohemian Rhapsody,1
1,Greatest Hits,Queen,213,1047317,5820121,"24 Oct 2008, 14:35",Another One Bites the Dust,2
2,Greatest Hits,Queen,180,851701,4920087,"14 Jul 2008, 06:14",Killer Queen,3
3,Greatest Hits,Queen,203,592304,3010422,"16 Dec 2008, 20:52",Fat Bottomed Girls,4
4,Greatest Hits,Queen,179,536969,2583975,"20 Nov 2009, 01:01",Bicycle Race,5
5,Greatest Hits,Queen,170,651760,3113049,"20 Nov 2009, 03:03",You're My Best Friend,6
6,Greatest Hits,Queen,209,1023862,7194274,"24 Oct 2008, 20:06",Don't Stop Me Now,7
7,Greatest Hits,Queen,228,406507,1854803,"24 Jul 2009, 04:22",Save Me,8
8,Greatest Hits,Queen,161,739936,3998022,"08 Mar 2009, 20:51",Crazy Little Thing Called Love,9
9,Greatest Hits,Queen,290,734417,4232563,"09 Sep 2008, 14:34",Somebody to Love,10
10,Greatest Hits,Queen,282,371205,1601893,"24 Feb 2009, 01:11",Now I'm Here,11
11,Greatest Hits,Queen,173,252737,1188003,"30 Sep 2009, 04:10",Good Old-Fashioned Lover Boy,12
12,Greatest Hits,Queen,208,386068,1655312,"16 Oct 2009, 21:05",Play the Game,13
